id_unique,id_modele,referentiel_id_modele,nom_modele,categorie_produit,id_metteur_sur_le_marche,referentiel_id_metteur_sur_marche,nom_metteur_sur_le_marche,date_calcul,url_tableau_detail_notation,note_id,note_reparabilite,note_fiabilite,note_A_c1,note_A_c2,note_A_c3,note_A_c4,note_A_c1.1,note_A_c1.2,note_A_c2.1,note_A_c2.2,note_A_c2.3,note_A_c3.1,note_A_c3.2,note_A_c3.3,note_A_c3.4,note_B_c1,note_B_c2,note_B_c3,note_B_c1.1,note_B_c1.2,note_B_c2.1,note_B_c2.2,note_B_c3.1,note_B_c3.2,accessibilite_compteur_usage,lien_documentation_professionnels,lien_documentation_particuliers,nom_piece_1_liste_2,etape_demontage_piece_1_liste_2,nom_piece_2_liste_2,etape_demontage_piece_2_liste_2,nom_piece_3_liste_2,etape_demontage_piece_3_liste_2,nom_piece_4_liste_2,etape_demontage_piece_4_liste_2,nom_piece_5_liste_2,etape_demontage_piece_5_liste_2,nom_piece_detachee_1_reparateur,delai_jours_piece_detachee_1_reparateur,nb_annees_disponibilite_piece_detachee_1_reparateur,nom_piece_detachee_2_reparateur,delai_jours_piece_detachee_2_reparateur,nb_annees_disponibilite_piece_detachee_2_reparateur,nom_piece_detachee_3_reparateur,delai_jours_piece_detachee_3_reparateur,nb_annees_disponibilite_piece_detachee_3_reparateur,nom_piece_detachee_4_reparateur,delai_jours_piece_detachee_4_reparateur,nb_annees_disponibilite_piece_detachee_4_reparateur,nom_piece_detachee_5_reparateur,delai_jours_piece_detachee_5_reparateur,nb_annees_disponibilite_piece_detachee_5_reparateur,nom_piece_detachee_6_reparateur,delai_jours_piece_detachee_6_reparateur,nb_annees_disponibilite_piece_detachee_6_reparateur,nom_piece_detachee_7_reparateur,delai_jours_piece_detachee_7_reparateur,nb_annees_disponibilite_piece_detachee_7_reparateur,nom_piece_detachee_8_reparateur,delai_jours_piece_detachee_8_reparateur,nb_annees_disponibilite_piece_detachee_8_reparateur,nom_piece_detachee_9_reparateur,delai_jours_piece_detachee_9_reparateur,nb_annees_disponibilite_piece_detachee_9_reparateur,nom_piece_detachee_10_reparateur,delai_jours_piece_detachee_10_reparateur,nb_annees_disponibilite_piece_detachee_10_reparateur,nom_piece_detachee_11_reparateur,delai_jours_piece_detachee_11_reparateur,nb_annees_disponibilite_piece_detachee_11_reparateur,nom_piece_detachee_12_reparateur,delai_jours_piece_detachee_12_reparateur,nb_annees_disponibilite_piece_detachee_12_reparateur,nom_piece_detachee_13_reparateur,delai_jours_piece_detachee_13_reparateur,nb_annees_disponibilite_piece_detachee_13_reparateur,nom_piece_detachee_14_reparateur,delai_jours_piece_detachee_14_reparateur,nb_annees_disponibilite_piece_detachee_14_reparateur,nom_piece_detachee_15_reparateur,delai_jours_piece_detachee_15_reparateur,nb_annees_disponibilite_piece_detachee_15_reparateur,nom_piece_detachee_1_producteur,delai_jours_piece_detachee_1_producteur,nb_annees_disponibilite_piece_detachee_1_producteur,nom_piece_detachee_2_producteur,delai_jours_piece_detachee_2_producteur,nb_annees_disponibilite_piece_detachee_2_producteur,nom_piece_detachee_3_producteur,delai_jours_piece_detachee_3_producteur,nb_annees_disponibilite_piece_detachee_3_producteur,nom_piece_detachee_4_producteur,delai_jours_piece_detachee_4_producteur,nb_annees_disponibilite_piece_detachee_4_producteur,nom_piece_detachee_5_producteur,delai_jours_piece_detachee_5_producteur,nb_annees_disponibilite_piece_detachee_5_producteur,nom_piece_detachee_6_producteur,delai_jours_piece_detachee_6_producteur,nb_annees_disponibilite_piece_detachee_6_producteur,nom_piece_detachee_7_producteur,delai_jours_piece_detachee_7_producteur,nb_annees_disponibilite_piece_detachee_7_producteur,nom_piece_detachee_8_producteur,delai_jours_piece_detachee_8_producteur,nb_annees_disponibilite_piece_detachee_8_producteur,nom_piece_detachee_9_producteur,delai_jours_piece_detachee_9_producteur,nb_annees_disponibilite_piece_detachee_9_producteur,nom_piece_detachee_10_producteur,delai_jours_piece_detachee_10_producteur,nb_annees_disponibilite_piece_detachee_10_producteur,nom_piece_detachee_11_producteur,delai_jours_piece_detachee_11_producteur,nb_annees_disponibilite_piece_detachee_11_producteur,nom_piece_detachee_12_producteur,delai_jours_piece_detachee_12_producteur,nb_annees_disponibilite_piece_detachee_12_producteur,nom_piece_detachee_13_producteur,delai_jours_piece_detachee_13_producteur,nb_annees_disponibilite_piece_detachee_13_producteur,nom_piece_detachee_14_producteur,delai_jours_piece_detachee_14_producteur,nb_annees_disponibilite_piece_detachee_14_producteur,nom_piece_detachee_15_producteur,delai_jours_piece_detachee_15_producteur,nb_annees_disponibilite_piece_detachee_15_producteur,nom_piece_detachee_1_distributeur,delai_jours_piece_detachee_1_distributeur,nb_annees_disponibilite_piece_detachee_1_distributeur,nom_piece_detachee_2_distributeur,delai_jours_piece_detachee_2_distributeur,nb_annees_disponibilite_piece_detachee_2_distributeur,nom_piece_detachee_3_distributeur,delai_jours_piece_detachee_3_distributeur,nb_annees_disponibilite_piece_detachee_3_distributeur,nom_piece_detachee_4_distributeur,delai_jours_piece_detachee_4_distributeur,nb_annees_disponibilite_piece_detachee_4_distributeur,nom_piece_detachee_5_distributeur,delai_jours_piece_detachee_5_distributeur,nb_annees_disponibilite_piece_detachee_5_distributeur,nom_piece_detachee_6_distributeur,delai_jours_piece_detachee_6_distributeur,nb_annees_disponibilite_piece_detachee_6_distributeur,nom_piece_detachee_7_distributeur,delai_jours_piece_detachee_7_distributeur,nb_annees_disponibilite_piece_detachee_7_distributeur,nom_piece_detachee_8_distributeur,delai_jours_piece_detachee_8_distributeur,nb_annees_disponibilite_piece_detachee_8_distributeur,nom_piece_detachee_9_distributeur,delai_jours_piece_detachee_9_distributeur,nb_annees_disponibilite_piece_detachee_9_distributeur,nom_piece_detachee_10_distributeur,delai_jours_piece_detachee_10_distributeur,nb_annees_disponibilite_piece_detachee_10_distributeur,nom_piece_detachee_11_distributeur,delai_jours_piece_detachee_11_distributeur,nb_annees_disponibilite_piece_detachee_11_distributeur,nom_piece_detachee_12_distributeur,delai_jours_piece_detachee_12_distributeur,nb_annees_disponibilite_piece_detachee_12_distributeur,nom_piece_detachee_13_distributeur,delai_jours_piece_detachee_13_distributeur,nb_annees_disponibilite_piece_detachee_13_distributeur,nom_piece_detachee_14_distributeur,delai_jours_piece_detachee_14_distributeur,nb_annees_disponibilite_piece_detachee_14_distributeur,nom_piece_detachee_15_distributeur,delai_jours_piece_detachee_15_distributeur,nb_annees_disponibilite_piece_detachee_15_distributeur,nom_piece_detachee_1_consommateur,delai_jours_piece_detachee_1_consommateur,nb_annees_disponibilite_piece_detachee_1_consommateur,nom_piece_detachee_2_consommateur,delai_jours_piece_detachee_2_consommateur,nb_annees_disponibilite_piece_detachee_2_consommateur,nom_piece_detachee_3_consommateur,delai_jours_piece_detachee_3_consommateur,nb_annees_disponibilite_piece_detachee_3_consommateur,nom_piece_detachee_4_consommateur,delai_jours_piece_detachee_4_consommateur,nb_annees_disponibilite_piece_detachee_4_consommateur,nom_piece_detachee_5_consommateur,delai_jours_piece_detachee_5_consommateur,nb_annees_disponibilite_piece_detachee_5_consommateur,nom_piece_detachee_6_consommateur,delai_jours_piece_detachee_6_consommateur,nb_annees_disponibilite_piece_detachee_6_consommateur,nom_piece_detachee_7_consommateur,delai_jours_piece_detachee_7_consommateur,nb_annees_disponibilite_piece_detachee_7_consommateur,nom_piece_detachee_8_consommateur,delai_jours_piece_detachee_8_consommateur,nb_annees_disponibilite_piece_detachee_8_consommateur,nom_piece_detachee_9_consommateur,delai_jours_piece_detachee_9_consommateur,nb_annees_disponibilite_piece_detachee_9_consommateur,nom_piece_detachee_10_consommateur,delai_jours_piece_detachee_10_consommateur,nb_annees_disponibilite_piece_detachee_10_consommateur,nom_piece_detachee_11_consommateur,delai_jours_piece_detachee_11_consommateur,nb_annees_disponibilite_piece_detachee_11_consommateur,nom_piece_detachee_12_consommateur,delai_jours_piece_detachee_12_consommateur,nb_annees_disponibilite_piece_detachee_12_consommateur,nom_piece_detachee_13_consommateur,delai_jours_piece_detachee_13_consommateur,nb_annees_disponibilite_piece_detachee_13_consommateur,nom_piece_detachee_14_consommateur,delai_jours_piece_detachee_14_consommateur,nb_annees_disponibilite_piece_detachee_14_consommateur,nom_piece_detachee_15_consommateur,delai_jours_piece_detachee_15_consommateur,nb_annees_disponibilite_piece_detachee_15_consommateur,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner,is_orga,created_at
7333394112176-914932073-2025-04-18,7333394112176,GTIN_EAN,EW6FI5922PA,Lave-linge,FR006247_05XBJG,SYDEREP,ELECTROLUX,2025-04-18,,8.3,8.5,8.2,7.4,9.5,9.5,7.5,7.7,6.0,9.3,10.0,9.3,10.0,9.0,9.2,8.3,9.5,8.1,2.5,10.0,5.0,10.0,3.7,0.0,10.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-31T10:07:19.443000+00:00,68f895c2c071d2691617a328,5deba6d8-4477-41cf-b687-2e57ad75a668,electrolux-france,True,2026-07-31T09:56:08.308000+00:00
7333394039473-914932900-2025-04-18,7333394039473,GTIN_EAN,EW6FI1429OV,Lave-linge,FR006247_05XBJG,SYDEREP,ELECTROLUX,2025-04-18,,8.5,8.7,8.3,7.4,9.5,9.5,8.5,7.7,6.0,9.3,10.0,9.3,10.0,9.0,9.2,8.3,9.5,8.2,2.5,10.0,5.0,10.0,4.0,0.0,10.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-31T10:07:19.443000+00:00,68f895c2c071d2691617a328,5deba6d8-4477-41cf-b687-2e57ad75a668,electrolux-france,True,2026-07-31T09:56:08.308000+00:00
7333394102887-914343166-2025-04-18,7333394102887,GTIN_EAN,LSR6S7474X,Lave-linge,FR006247_05XBJG,SYDEREP,ELECTROLUX,2025-04-18,,8.4,8.6,8.2,7.4,9.0,9.5,8.5,7.7,6.0,8.7,10.0,8.9,10.0,9.0,9.2,8.3,9.5,8.1,2.5,10.0,5.0,10.0,3.7,0.0,10.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-31T10:07:19.443000+00:00,68f895c2c071d2691617a328,5deba6d8-4477-41cf-b687-2e57ad75a668,electrolux-france,True,2026-07-31T09:56:08.308000+00:00
7333394102856-914343116-2025-04-18,7333394102856,GTIN_EAN,LSR6S6264X,Lave-linge,FR006247_05XBJG,SYDEREP,ELECTROLUX,2025-04-18,,8.3,8.3,8.2,7.4,9.0,9.5,7.5,7.7,6.0,8.7,10.0,8.9,10.0,9.0,9.2,8.3,9.5,8.1,2.5,10.0,5.0,10.0,3.7,0.0,10.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-31T10:07:19.443000+00:00,68f895c2c071d2691617a328,5deba6d8-4477-41cf-b687-2e57ad75a668,electrolux-france,True,2026-07-31T09:56:08.308000+00:00
7333394102153-913135609-2025-04-18,7333394102153,GTIN_EAN,EWQ5102D,Lave-linge,FR006247_05XBJG,SYDEREP,ELECTROLUX,2025-04-18,,6.5,7.6,5.4,7.4,9.7,9.5,4.0,7.7,6.0,10.0,10.0,8.9,10.0,9.0,9.2,8.3,9.5,0.9,2.5,10.0,5.0,0.0,3.0,0.0,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-31T10:07:19.443000+00:00,68f895c2c071d2691617a328,5deba6d8-4477-41cf-b687-2e57ad75a668,electrolux-france,True,2026-07-31T09:56:08.308000+00:00
7333394100630-913148508-2025-04-18,7333394100630,GTIN_EAN,EW6T5137AG,Lave-linge,FR006247_05XBJG,SYDEREP,ELECTROLUX,2025-04-18,,8.3,8.5,8.2,7.4,9.7,9.5,7.5,7.7,6.0,10.0,10.0,8.9,10.0,9.0,9.2,8.3,9.5,7.9,2.5,10.0,5.0,10.0,3.0,0.0,10.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-31T10:07:19.443000+00:00,68f895c2c071d2691617a328,5deba6d8-4477-41cf-b687-2e57ad75a668,electrolux-france,True,2026-07-31T09:56:08.308000+00:00
7333394100685-913143538-2025-04-18,7333394100685,GTIN_EAN,LTA6K7230B,Lave-linge,FR006247_05XBJG,SYDEREP,ELECTROLUX,2025-04-18,,8.3,8.4,8.2,7.4,9.7,9.5,7.0,7.7,6.0,10.0,10.0,8.9,10.0,9.0,9.2,8.3,9.5,7.9,2.5,10.0,5.0,10.0,3.0,0.0,10.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-31T10:07:19.443000+00:00,68f895c2c071d2691617a328,5deba6d8-4477-41cf-b687-2e57ad75a668,electrolux-france,True,2026-07-31T09:56:08.308000+00:00
7333394100555-913143537-2025-04-18,7333394100555,GTIN_EAN,LTA6K6230B,Lave-linge,FR006247_05XBJG,SYDEREP,ELECTROLUX,2025-04-18,,8.2,8.3,8.2,7.4,9.7,9.5,6.5,7.7,6.0,10.0,10.0,8.9,10.0,9.0,9.2,8.3,9.5,7.9,2.5,10.0,5.0,10.0,3.0,0.0,10.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-31T10:07:19.443000+00:00,68f895c2c071d2691617a328,5deba6d8-4477-41cf-b687-2e57ad75a668,electrolux-france,True,2026-07-31T09:56:08.308000+00:00
7333394066493-913135720-2025-04-18,7333394066493,GTIN_EAN,EWQ6412D,Lave-linge,FR006247_05XBJG,SYDEREP,ELECTROLUX,2025-04-18,,6.5,7.6,5.4,7.4,9.7,9.5,4.0,7.7,6.0,10.0,10.0,8.9,10.0,9.0,9.2,8.3,9.5,0.9,2.5,10.0,5.0,0.0,3.0,0.0,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-31T10:07:19.443000+00:00,68f895c2c071d2691617a328,5deba6d8-4477-41cf-b687-2e57ad75a668,electrolux-france,True,2026-07-31T09:56:08.308000+00:00
7333394045191-914475400-2025-04-18,7333394045191,GTIN_EAN,EW7FI51114AQ,Lave-linge,FR006247_05XBJG,SYDEREP,ELECTROLUX,2025-04-18,,8.7,9.1,8.3,7.4,9.5,9.5,10.0,7.7,6.0,9.3,10.0,9.3,10.0,9.0,9.2,8.3,9.5,8.2,2.5,10.0,5.0,10.0,4.0,0.0,10.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-31T10:07:19.443000+00:00,68f895c2c071d2691617a328,5deba6d8-4477-41cf-b687-2e57ad75a668,electrolux-france,True,2026-07-31T09:56:08.308000+00:00
